transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR06226,FI,5,79,1,3,Quality,Pending,HIGH
TR06227,FI,5,46,0,3,Quality,Approved,HIGH
TR06228,MM,5,51,0,3,Development,Pending,HIGH
TR06229,MM,1,57,2,1,Production,Pending,MEDIUM
TR06230,FI,1,34,1,1,Quality,Pending,LOW
TR06231,HR,5,75,1,2,Development,Rejected,MEDIUM
TR06232,MM,5,105,2,0,Production,Rejected,HIGH
TR06233,FI,3,105,0,2,Development,Approved,HIGH
TR06234,FI,4,43,2,0,Quality,Rejected,HIGH
TR06235,FI,3,64,2,1,Development,Approved,HIGH
TR06236,MM,4,81,2,2,Quality,Approved,HIGH
TR06237,MM,1,82,0,2,Development,Approved,MEDIUM
TR06238,HR,1,56,1,1,Quality,Approved,LOW
TR06239,MM,3,116,0,1,Quality,Approved,MEDIUM
TR06240,SD,5,21,0,2,Production,Approved,MEDIUM
TR06241,HR,4,84,1,1,Quality,Pending,MEDIUM
TR06242,HR,3,96,2,1,Development,Rejected,HIGH
TR06243,SD,6,86,1,2,Quality,Rejected,MEDIUM
TR06244,SD,1,106,2,2,Development,Pending,HIGH
TR06245,MM,6,23,2,3,Production,Rejected,HIGH
TR06246,HR,2,40,2,0,Development,Approved,LOW
TR06247,MM,2,114,0,1,Development,Rejected,MEDIUM
TR06248,FI,2,51,0,1,Quality,Approved,LOW
TR06249,FI,3,41,2,3,Quality,Pending,HIGH
TR06250,HR,1,113,1,1,Quality,Approved,MEDIUM
TR06251,HR,3,71,2,3,Quality,Approved,HIGH
TR06252,FI,3,36,1,1,Production,Approved,LOW
TR06253,MM,2,34,0,3,Development,Approved,HIGH
TR06254,MM,3,69,1,0,Production,Rejected,LOW
TR06255,FI,5,98,1,1,Development,Approved,MEDIUM
TR06256,HR,2,61,1,1,Production,Rejected,LOW
TR06257,HR,5,83,1,0,Development,Pending,MEDIUM
TR06258,HR,5,97,2,0,Development,Pending,HIGH
TR06259,SD,6,120,0,2,Development,Rejected,MEDIUM
TR06260,HR,3,74,0,3,Production,Approved,HIGH
TR06261,MM,2,90,1,0,Production,Rejected,MEDIUM
TR06262,HR,5,66,0,1,Development,Approved,LOW
TR06263,MM,3,81,2,0,Production,Rejected,HIGH
TR06264,SD,6,43,1,3,Production,Rejected,MEDIUM
TR06265,MM,2,42,1,2,Production,Pending,MEDIUM
TR06266,HR,6,91,0,3,Development,Approved,HIGH
TR06267,FI,6,74,2,0,Quality,Rejected,HIGH
TR06268,HR,3,17,1,3,Production,Rejected,HIGH
TR06269,FI,5,73,2,0,Production,Approved,HIGH
TR06270,MM,6,109,1,1,Quality,Approved,MEDIUM
TR06271,HR,1,46,0,2,Quality,Pending,MEDIUM
TR06272,FI,2,90,2,3,Development,Rejected,LOW
TR06273,FI,4,95,1,3,Development,Pending,HIGH
TR06274,SD,6,42,0,1,Development,Pending,LOW
TR06275,MM,4,38,2,0,Quality,Rejected,HIGH
TR06276,HR,4,65,0,0,Production,Pending,LOW
TR06277,HR,5,45,2,3,Quality,Approved,HIGH
TR06278,SD,4,67,1,3,Quality,Approved,HIGH
TR06279,HR,5,94,1,3,Quality,Rejected,HIGH
TR06280,SD,6,119,1,1,Quality,Pending,MEDIUM
TR06281,HR,4,68,0,1,Production,Rejected,MEDIUM
TR06282,MM,2,101,1,3,Production,Pending,HIGH
TR06283,FI,1,50,1,0,Development,Rejected,LOW
TR06284,MM,5,62,2,1,Development,Rejected,HIGH
TR06285,MM,5,95,2,3,Development,Approved,HIGH
TR06286,SD,4,93,2,3,Development,Rejected,HIGH
TR06287,HR,1,17,0,2,Quality,Pending,MEDIUM
TR06288,FI,5,49,0,3,Production,Approved,HIGH
TR06289,MM,4,28,1,1,Production,Pending,MEDIUM
TR06290,FI,1,103,0,1,Quality,Pending,MEDIUM
TR06291,HR,6,115,0,3,Development,Pending,HIGH
TR06292,FI,5,119,0,0,Development,Rejected,MEDIUM
TR06293,HR,3,116,2,2,Quality,Pending,HIGH
TR06294,MM,1,16,0,3,Production,Pending,HIGH
TR06295,MM,6,104,1,2,Production,Rejected,MEDIUM
TR06296,FI,6,50,0,1,Quality,Rejected,LOW
TR06297,HR,6,115,0,0,Quality,Approved,MEDIUM
TR06298,HR,4,57,1,0,Development,Rejected,LOW
TR06299,HR,1,120,0,3,Development,Approved,HIGH
TR06300,SD,1,91,0,2,Development,Approved,MEDIUM
TR06301,MM,2,68,1,2,Development,Pending,MEDIUM
TR06302,SD,6,62,1,1,Quality,Rejected,LOW
TR06303,SD,1,118,1,1,Quality,Pending,MEDIUM
TR06304,SD,1,20,1,0,Development,Rejected,LOW
TR06305,SD,2,101,2,3,Quality,Pending,HIGH
TR06306,HR,3,82,2,1,Development,Pending,HIGH
TR06307,SD,3,30,2,1,Development,Approved,HIGH
TR06308,FI,4,45,2,1,Development,Rejected,HIGH
TR06309,MM,5,73,1,2,Quality,Rejected,MEDIUM
TR06310,MM,2,109,2,1,Production,Rejected,HIGH
TR06311,HR,5,64,1,2,Production,Approved,MEDIUM
TR06312,HR,4,26,1,3,Production,Pending,HIGH
TR06313,HR,2,110,2,1,Production,Pending,HIGH
TR06314,FI,4,67,2,0,Development,Approved,HIGH
TR06315,HR,5,47,1,1,Production,Rejected,LOW
TR06316,MM,1,58,2,2,Development,Approved,HIGH
TR06317,MM,4,55,2,2,Production,Pending,HIGH
TR06318,FI,2,46,2,0,Development,Pending,HIGH
TR06319,HR,5,83,2,0,Quality,Rejected,HIGH
TR06320,MM,3,96,1,3,Quality,Approved,HIGH
TR06321,MM,3,36,1,2,Development,Rejected,MEDIUM
TR06322,FI,5,108,0,3,Production,Approved,HIGH
TR06323,MM,5,52,2,2,Development,Pending,HIGH
TR06324,SD,3,89,0,3,Development,Rejected,HIGH
TR06325,FI,2,76,0,0,Production,Approved,MEDIUM
TR06326,MM,4,49,2,1,Development,Rejected,HIGH
TR06327,SD,3,43,1,1,Quality,Rejected,LOW
TR06328,FI,4,17,1,0,Quality,Approved,LOW
TR06329,FI,6,61,0,3,Production,Approved,HIGH
TR06330,HR,2,42,2,1,Development,Pending,HIGH
TR06331,MM,1,108,1,0,Quality,Rejected,MEDIUM
TR06332,HR,5,89,2,1,Quality,Rejected,HIGH
TR06333,HR,4,94,1,1,Production,Rejected,MEDIUM
TR06334,HR,2,59,2,0,Production,Pending,HIGH
TR06335,SD,1,120,2,1,Production,Pending,HIGH
TR06336,MM,5,31,1,1,Production,Rejected,MEDIUM
TR06337,SD,1,50,2,2,Development,Pending,HIGH
TR06338,HR,5,116,2,3,Development,Pending,HIGH
TR06339,MM,2,36,0,3,Production,Approved,HIGH
TR06340,MM,6,48,1,2,Quality,Approved,MEDIUM
TR06341,HR,6,22,1,3,Quality,Rejected,LOW
TR06342,FI,1,110,0,1,Quality,Rejected,MEDIUM
TR06343,SD,5,95,1,0,Development,Pending,MEDIUM
TR06344,MM,3,39,2,0,Production,Pending,HIGH
TR06345,FI,3,37,1,3,Production,Approved,HIGH
TR06346,HR,6,83,2,1,Production,Pending,HIGH
TR06347,HR,2,32,1,3,Quality,Approved,HIGH
TR06348,SD,2,95,1,1,Production,Pending,MEDIUM
TR06349,FI,4,51,1,1,Production,Approved,LOW
TR06350,SD,3,93,2,2,Development,Rejected,HIGH
TR06351,HR,6,44,1,3,Development,Rejected,HIGH
TR06352,MM,5,45,0,1,Quality,Pending,LOW
TR06353,FI,3,67,0,3,Production,Pending,MEDIUM
TR06354,FI,3,96,0,1,Quality,Approved,MEDIUM
TR06355,FI,1,34,0,3,Quality,Approved,HIGH
TR06356,HR,3,84,0,2,Quality,Rejected,MEDIUM
TR06357,HR,1,89,1,3,Production,Pending,HIGH
TR06358,FI,1,102,1,0,Production,Pending,MEDIUM
TR06359,FI,1,10,0,3,Production,Pending,HIGH
TR06360,HR,6,48,1,2,Quality,Rejected,MEDIUM
TR06361,HR,3,105,1,1,Production,Approved,MEDIUM
TR06362,HR,4,48,0,0,Quality,Approved,LOW
TR06363,SD,5,12,2,1,Development,Approved,MEDIUM
TR06364,HR,6,33,0,2,Production,Pending,MEDIUM
TR06365,HR,1,117,1,2,Development,Pending,MEDIUM
TR06366,FI,3,36,1,1,Production,Rejected,MEDIUM
TR06367,FI,6,116,1,1,Production,Approved,HIGH
TR06368,HR,1,55,0,3,Development,Approved,HIGH
TR06369,FI,4,87,0,1,Quality,Pending,HIGH
TR06370,FI,3,25,0,3,Production,Rejected,HIGH
TR06371,HR,4,87,1,1,Development,Rejected,MEDIUM
TR06372,SD,4,66,0,3,Production,Approved,HIGH
TR06373,SD,5,63,0,1,Development,Rejected,LOW
TR06374,MM,1,75,2,3,Production,Rejected,HIGH
TR06375,HR,4,118,2,1,Quality,Approved,HIGH
TR06376,HR,5,104,1,3,Development,Pending,HIGH
TR06377,MM,6,39,0,0,Production,Rejected,LOW
TR06378,SD,3,72,1,2,Development,Approved,MEDIUM
TR06379,MM,2,59,1,1,Production,Rejected,LOW
TR06380,SD,4,67,2,0,Quality,Approved,HIGH
TR06381,MM,3,106,1,2,Production,Rejected,MEDIUM
TR06382,FI,6,40,1,0,Quality,Pending,MEDIUM
TR06383,MM,6,113,0,0,Quality,Rejected,MEDIUM
TR06384,MM,4,78,0,1,Development,Rejected,LOW
TR06385,FI,3,23,2,0,Production,Approved,HIGH
TR06386,FI,1,45,1,0,Quality,Pending,LOW
TR06387,SD,5,43,0,2,Production,Rejected,LOW
TR06388,MM,5,42,0,3,Production,Rejected,HIGH
TR06389,FI,5,97,0,3,Production,Rejected,HIGH
TR06390,HR,6,16,2,3,Production,Approved,HIGH
TR06391,SD,3,120,0,3,Production,Pending,HIGH
TR06392,HR,1,23,1,3,Production,Approved,HIGH
TR06393,SD,2,10,1,3,Development,Rejected,HIGH
TR06394,SD,6,76,2,2,Production,Approved,HIGH
TR06395,FI,3,89,2,3,Quality,Rejected,HIGH
TR06396,SD,6,71,0,2,Development,Approved,MEDIUM
TR06397,MM,1,56,0,3,Development,Pending,HIGH
TR06398,HR,2,108,0,2,Production,Pending,MEDIUM
TR06399,HR,4,43,2,0,Production,Pending,HIGH
TR06400,SD,5,37,0,2,Development,Rejected,MEDIUM
TR06401,FI,1,27,1,1,Development,Pending,LOW
TR06402,MM,2,66,1,3,Development,Rejected,HIGH
TR06403,SD,6,31,1,1,Development,Rejected,LOW
TR06404,SD,6,57,1,1,Production,Pending,LOW
TR06405,MM,1,40,2,0,Development,Approved,HIGH
TR06406,SD,4,61,2,2,Development,Rejected,HIGH
TR06407,FI,2,89,2,2,Quality,Approved,HIGH
TR06408,MM,4,56,0,1,Production,Pending,LOW
TR06409,HR,3,31,1,1,Production,Rejected,LOW
TR06410,SD,2,42,2,1,Development,Rejected,HIGH
TR06411,SD,6,71,2,3,Quality,Pending,HIGH
TR06412,FI,4,35,0,2,Development,Approved,MEDIUM
TR06413,SD,6,51,1,0,Quality,Rejected,LOW
TR06414,SD,1,70,2,1,Production,Pending,HIGH
TR06415,SD,5,66,2,1,Production,Approved,HIGH
TR06416,HR,1,108,1,1,Production,Rejected,MEDIUM
TR06417,HR,6,37,1,0,Production,Approved,LOW
TR06418,MM,6,27,1,1,Development,Rejected,LOW
TR06419,HR,4,57,0,0,Development,Pending,LOW
TR06420,MM,6,67,2,0,Development,Pending,HIGH
TR06421,SD,4,71,1,3,Production,Rejected,HIGH
TR06422,HR,2,104,1,0,Development,Pending,MEDIUM
TR06423,HR,1,77,0,2,Development,Rejected,MEDIUM
TR06424,FI,2,100,0,1,Production,Rejected,MEDIUM
TR06425,SD,4,98,2,2,Development,Rejected,HIGH
TR06426,HR,3,113,1,2,Development,Approved,MEDIUM
TR06427,HR,2,31,0,0,Production,Rejected,LOW
TR06428,SD,4,116,1,2,Development,Rejected,MEDIUM
TR06429,HR,1,36,2,0,Quality,Approved,HIGH
TR06430,HR,1,103,1,1,Production,Rejected,MEDIUM
TR06431,FI,1,59,2,1,Production,Rejected,HIGH
TR06432,MM,1,58,0,3,Development,Pending,HIGH
TR06433,HR,5,57,2,3,Development,Approved,HIGH
TR06434,MM,6,11,1,3,Production,Pending,HIGH
TR06435,HR,2,50,2,0,Production,Rejected,HIGH
TR06436,SD,1,27,0,2,Development,Rejected,MEDIUM
TR06437,FI,6,80,2,3,Development,Rejected,LOW
TR06438,HR,1,46,2,1,Development,Rejected,HIGH
TR06439,MM,4,75,0,2,Production,Rejected,MEDIUM
TR06440,SD,3,36,1,1,Development,Approved,LOW
TR06441,HR,4,119,1,1,Production,Approved,MEDIUM
TR06442,FI,6,85,0,0,Quality,Approved,MEDIUM
TR06443,SD,6,40,0,3,Production,Pending,HIGH
TR06444,HR,5,101,1,1,Development,Rejected,MEDIUM
TR06445,FI,1,113,2,3,Quality,Pending,HIGH
TR06446,FI,6,98,0,0,Development,Approved,MEDIUM
TR06447,SD,5,98,1,2,Quality,Approved,MEDIUM
TR06448,MM,6,37,0,1,Development,Pending,LOW
TR06449,HR,1,49,0,1,Development,Pending,LOW
TR06450,FI,1,78,1,1,Development,Pending,MEDIUM
TR06451,SD,1,58,1,1,Quality,Approved,LOW
TR06452,FI,5,82,0,0,Production,Pending,MEDIUM
TR06453,FI,1,115,0,3,Production,Rejected,HIGH
TR06454,SD,1,38,1,1,Development,Approved,LOW
TR06455,FI,1,37,2,3,Development,Approved,HIGH
TR06456,FI,5,49,0,0,Quality,Pending,LOW
TR06457,FI,6,40,1,0,Quality,Pending,LOW
TR06458,HR,2,14,2,2,Quality,Approved,HIGH
TR06459,FI,4,104,0,2,Development,Approved,MEDIUM
TR06460,SD,1,24,1,1,Quality,Approved,LOW
TR06461,FI,1,49,2,2,Quality,Approved,HIGH
TR06462,FI,3,95,0,2,Development,Approved,MEDIUM
TR06463,MM,1,85,1,3,Development,Approved,HIGH
TR06464,MM,3,10,1,2,Development,Rejected,MEDIUM
TR06465,SD,5,90,2,3,Quality,Pending,HIGH
TR06466,FI,2,111,1,1,Production,Rejected,MEDIUM
TR06467,SD,4,45,0,1,Production,Approved,LOW
TR06468,FI,6,11,0,2,Development,Pending,MEDIUM
TR06469,HR,4,56,0,0,Production,Pending,LOW
TR06470,MM,6,25,1,3,Quality,Approved,HIGH
TR06471,FI,2,83,1,2,Quality,Rejected,MEDIUM
TR06472,SD,4,120,2,2,Production,Approved,HIGH
TR06473,FI,6,86,0,1,Development,Approved,MEDIUM
TR06474,SD,1,86,2,0,Quality,Rejected,HIGH
TR06475,FI,4,108,1,0,Quality,Pending,MEDIUM
TR06476,MM,4,114,1,3,Production,Pending,HIGH
TR06477,SD,4,22,1,1,Production,Approved,LOW
TR06478,SD,2,103,2,3,Quality,Pending,HIGH
TR06479,HR,2,11,0,0,Quality,Rejected,LOW
TR06480,FI,1,116,0,3,Production,Pending,HIGH
TR06481,HR,4,106,1,0,Quality,Pending,MEDIUM
TR06482,HR,1,97,2,3,Quality,Pending,HIGH
TR06483,SD,3,84,1,2,Development,Rejected,MEDIUM
TR06484,FI,2,90,2,0,Quality,Rejected,HIGH
TR06485,SD,4,35,1,3,Quality,Approved,HIGH
TR06486,MM,5,42,0,3,Production,Approved,HIGH
TR06487,FI,5,76,0,2,Quality,Approved,MEDIUM
TR06488,FI,3,100,1,2,Quality,Approved,MEDIUM
TR06489,MM,4,10,1,2,Development,Pending,MEDIUM
TR06490,FI,2,32,1,1,Quality,Pending,LOW
TR06491,MM,6,94,0,1,Quality,Rejected,MEDIUM
TR06492,HR,2,33,2,0,Production,Pending,HIGH
TR06493,FI,4,57,1,0,Development,Pending,LOW
TR06494,HR,5,14,1,2,Production,Approved,MEDIUM
TR06495,HR,2,88,0,1,Production,Rejected,MEDIUM
TR06496,FI,1,107,2,1,Production,Pending,HIGH
TR06497,SD,4,23,0,0,Quality,Pending,LOW
TR06498,HR,4,58,1,3,Production,Pending,HIGH
TR06499,SD,1,81,1,2,Development,Rejected,MEDIUM
TR06500,SD,2,111,2,1,Quality,Pending,HIGH
TR06501,MM,5,65,0,0,Development,Rejected,LOW
TR06502,SD,1,42,0,1,Quality,Rejected,LOW
TR06503,FI,2,33,2,3,Quality,Rejected,HIGH
TR06504,FI,5,111,2,0,Quality,Approved,HIGH
TR06505,MM,5,108,0,2,Development,Approved,MEDIUM
TR06506,HR,2,11,2,1,Development,Approved,HIGH
TR06507,SD,1,23,2,3,Production,Pending,HIGH
TR06508,HR,5,28,2,0,Production,Rejected,HIGH
TR06509,FI,3,11,1,0,Production,Pending,MEDIUM
TR06510,HR,3,107,1,2,Production,Pending,MEDIUM
TR06511,FI,3,41,2,3,Quality,Pending,HIGH
TR06512,SD,2,24,2,2,Production,Pending,HIGH
TR06513,HR,5,50,2,3,Production,Approved,HIGH
TR06514,MM,6,62,0,1,Production,Pending,LOW
TR06515,SD,2,72,0,1,Production,Rejected,LOW
TR06516,FI,3,62,1,2,Production,Approved,MEDIUM
TR06517,SD,1,97,0,2,Development,Approved,MEDIUM
TR06518,HR,5,93,0,1,Production,Rejected,MEDIUM
TR06519,FI,6,91,2,3,Development,Pending,HIGH
TR06520,FI,5,23,1,0,Development,Rejected,LOW
TR06521,MM,4,105,0,3,Quality,Rejected,HIGH
TR06522,HR,2,78,0,0,Development,Approved,LOW
TR06523,SD,2,46,0,1,Quality,Rejected,LOW
TR06524,FI,4,105,2,1,Quality,Approved,HIGH
TR06525,SD,4,58,0,0,Quality,Approved,LOW
TR06526,HR,2,103,1,2,Development,Pending,MEDIUM
TR06527,SD,3,111,1,2,Quality,Approved,LOW
TR06528,HR,5,78,1,1,Quality,Pending,LOW
TR06529,FI,1,79,2,2,Development,Rejected,HIGH
TR06530,FI,3,80,2,2,Quality,Rejected,HIGH
TR06531,FI,4,57,1,0,Production,Rejected,LOW
TR06532,SD,1,75,2,0,Production,Approved,HIGH
TR06533,HR,6,33,2,1,Quality,Approved,HIGH
TR06534,SD,6,58,0,3,Development,Pending,HIGH
TR06535,FI,3,82,0,0,Production,Approved,MEDIUM
TR06536,MM,2,85,2,1,Production,Rejected,HIGH
TR06537,SD,3,10,2,1,Development,Rejected,HIGH
TR06538,MM,3,82,0,0,Quality,Pending,MEDIUM
TR06539,SD,5,33,2,3,Development,Rejected,HIGH
TR06540,HR,5,113,0,1,Development,Rejected,MEDIUM
TR06541,MM,6,30,2,3,Production,Rejected,HIGH
TR06542,FI,3,54,0,1,Quality,Rejected,LOW
TR06543,MM,1,32,0,1,Quality,Pending,LOW
TR06544,MM,2,74,1,0,Production,Pending,LOW
TR06545,HR,4,11,0,3,Quality,Rejected,HIGH
TR06546,HR,2,62,2,2,Production,Rejected,MEDIUM
TR06547,FI,2,85,0,3,Quality,Rejected,HIGH
TR06548,MM,4,88,2,1,Production,Rejected,HIGH
TR06549,MM,1,109,2,1,Development,Pending,HIGH
TR06550,FI,3,64,2,2,Development,Rejected,HIGH
TR06551,HR,5,76,2,1,Development,Approved,LOW
TR06552,SD,5,63,0,0,Quality,Pending,LOW
TR06553,MM,2,16,2,3,Quality,Rejected,HIGH
TR06554,SD,4,72,0,0,Quality,Rejected,LOW
TR06555,MM,5,10,1,2,Quality,Approved,MEDIUM
TR06556,MM,1,81,0,3,Development,Pending,HIGH
TR06557,SD,5,52,1,1,Development,Pending,LOW
TR06558,HR,6,18,1,1,Development,Pending,LOW
TR06559,HR,1,100,1,1,Production,Rejected,MEDIUM
TR06560,FI,6,40,1,0,Quality,Pending,LOW
TR06561,SD,1,99,1,2,Production,Approved,MEDIUM
TR06562,HR,4,100,0,1,Quality,Rejected,MEDIUM
TR06563,SD,4,109,0,2,Quality,Approved,MEDIUM
TR06564,HR,4,101,1,2,Production,Approved,MEDIUM
TR06565,SD,3,74,0,3,Development,Rejected,HIGH
TR06566,MM,4,47,1,1,Development,Rejected,LOW
TR06567,HR,1,46,0,2,Quality,Pending,MEDIUM
TR06568,HR,4,91,0,1,Development,Pending,MEDIUM
TR06569,MM,5,52,2,0,Quality,Approved,HIGH
TR06570,MM,4,102,1,1,Development,Rejected,MEDIUM
TR06571,MM,5,114,2,0,Quality,Approved,HIGH
TR06572,FI,6,30,1,0,Production,Rejected,LOW
TR06573,SD,1,11,2,3,Development,Rejected,HIGH
TR06574,HR,1,120,1,1,Production,Approved,MEDIUM
TR06575,MM,2,89,1,0,Development,Rejected,MEDIUM
TR06576,SD,5,47,0,2,Development,Approved,MEDIUM
TR06577,HR,3,67,1,2,Quality,Pending,MEDIUM
TR06578,HR,2,91,0,0,Development,Rejected,MEDIUM
TR06579,HR,6,105,0,2,Quality,Approved,MEDIUM
TR06580,SD,3,71,0,2,Development,Approved,MEDIUM
TR06581,FI,1,105,1,3,Development,Pending,HIGH
TR06582,FI,6,53,0,0,Quality,Pending,LOW
TR06583,MM,3,47,2,2,Quality,Rejected,HIGH
TR06584,FI,5,20,1,1,Development,Rejected,LOW
TR06585,HR,5,67,1,3,Quality,Pending,HIGH
TR06586,FI,4,81,0,2,Development,Pending,LOW
TR06587,MM,5,79,0,2,Production,Rejected,MEDIUM
TR06588,HR,5,61,1,0,Production,Rejected,LOW
TR06589,FI,5,69,1,0,Quality,Approved,MEDIUM
TR06590,FI,2,63,0,2,Production,Pending,MEDIUM
TR06591,FI,2,112,2,3,Development,Rejected,HIGH
TR06592,HR,5,17,0,1,Production,Rejected,LOW
TR06593,MM,1,86,2,2,Quality,Approved,HIGH
TR06594,FI,6,30,0,1,Quality,Rejected,LOW
TR06595,HR,5,88,2,0,Development,Pending,HIGH
TR06596,HR,4,110,2,3,Development,Approved,HIGH
TR06597,MM,4,54,1,1,Quality,Rejected,HIGH
TR06598,SD,1,110,0,2,Development,Approved,MEDIUM
TR06599,HR,4,58,1,2,Production,Rejected,MEDIUM
TR06600,MM,6,26,2,1,Quality,Rejected,HIGH
TR06601,MM,4,20,2,3,Quality,Pending,HIGH
TR06602,HR,5,25,0,0,Production,Pending,LOW
TR06603,FI,2,78,2,2,Quality,Approved,HIGH
TR06604,MM,4,117,2,3,Quality,Rejected,HIGH
TR06605,FI,2,96,1,3,Quality,Pending,HIGH
TR06606,HR,5,87,2,3,Production,Approved,HIGH
TR06607,HR,5,64,0,0,Quality,Approved,LOW
TR06608,MM,3,84,0,2,Production,Approved,MEDIUM
TR06609,SD,3,69,1,1,Quality,Approved,LOW
TR06610,SD,3,44,1,1,Quality,Rejected,LOW
TR06611,FI,5,52,1,3,Production,Approved,HIGH
TR06612,SD,1,68,1,0,Production,Approved,LOW
TR06613,SD,4,112,0,1,Quality,Rejected,MEDIUM
TR06614,FI,2,50,1,0,Production,Approved,LOW
TR06615,SD,5,73,1,3,Development,Rejected,HIGH
TR06616,FI,1,34,2,1,Production,Rejected,HIGH
TR06617,SD,4,67,2,3,Production,Pending,HIGH
TR06618,HR,2,21,1,3,Development,Rejected,HIGH
TR06619,HR,4,103,1,3,Development,Pending,HIGH
TR06620,MM,5,60,0,0,Development,Approved,LOW
TR06621,MM,6,112,1,1,Quality,Rejected,MEDIUM
TR06622,HR,3,13,2,2,Quality,Pending,HIGH
TR06623,SD,5,72,1,0,Quality,Approved,LOW
TR06624,SD,2,114,1,2,Quality,Approved,MEDIUM
TR06625,HR,4,31,0,0,Development,Rejected,LOW
TR06626,MM,3,74,0,0,Development,Rejected,LOW
TR06627,FI,3,41,1,2,Development,Pending,MEDIUM
TR06628,HR,5,64,2,3,Production,Approved,LOW
TR06629,MM,2,34,0,2,Development,Pending,MEDIUM
TR06630,FI,3,91,1,2,Production,Rejected,MEDIUM
TR06631,MM,4,64,2,3,Development,Rejected,HIGH
TR06632,HR,4,114,2,1,Development,Approved,HIGH
TR06633,SD,4,117,2,2,Development,Approved,HIGH
TR06634,SD,3,111,1,3,Quality,Pending,HIGH
TR06635,MM,5,117,2,2,Development,Rejected,HIGH
TR06636,FI,1,37,0,2,Development,Rejected,MEDIUM
TR06637,HR,2,95,0,3,Quality,Approved,HIGH
TR06638,HR,3,99,1,2,Quality,Rejected,HIGH
TR06639,FI,2,107,2,2,Production,Pending,HIGH
TR06640,MM,4,43,1,0,Development,Rejected,LOW
TR06641,MM,6,75,2,0,Quality,Rejected,HIGH
TR06642,SD,2,53,2,2,Development,Pending,HIGH
TR06643,HR,2,116,2,3,Production,Rejected,HIGH
TR06644,FI,2,110,2,2,Production,Pending,HIGH
TR06645,FI,2,104,1,0,Quality,Rejected,MEDIUM
TR06646,FI,5,104,1,0,Quality,Rejected,MEDIUM
TR06647,MM,6,43,0,2,Production,Pending,MEDIUM
TR06648,HR,6,54,0,1,Development,Pending,LOW
TR06649,HR,1,22,2,2,Production,Pending,HIGH
TR06650,HR,2,52,0,0,Development,Approved,LOW
TR06651,SD,4,49,0,2,Quality,Approved,MEDIUM
TR06652,SD,3,96,0,0,Production,Approved,MEDIUM
TR06653,MM,1,83,1,0,Quality,Rejected,MEDIUM
TR06654,FI,3,97,0,0,Development,Approved,MEDIUM
TR06655,MM,2,105,2,1,Quality,Approved,MEDIUM
TR06656,SD,6,57,2,2,Production,Pending,HIGH
TR06657,SD,5,73,1,3,Quality,Rejected,HIGH
TR06658,MM,2,86,0,2,Development,Approved,HIGH
TR06659,SD,1,79,2,2,Quality,Rejected,HIGH
TR06660,MM,5,119,0,2,Quality,Approved,MEDIUM
TR06661,MM,5,67,2,1,Development,Rejected,HIGH
TR06662,HR,3,90,2,2,Quality,Rejected,HIGH
TR06663,FI,4,106,1,2,Quality,Approved,MEDIUM
TR06664,HR,6,69,0,1,Development,Pending,LOW
TR06665,HR,3,76,1,2,Development,Rejected,MEDIUM
TR06666,FI,6,26,0,3,Quality,Rejected,HIGH
TR06667,FI,3,61,2,0,Quality,Pending,HIGH
TR06668,FI,6,61,1,2,Quality,Pending,MEDIUM
TR06669,MM,1,29,1,2,Quality,Approved,MEDIUM
TR06670,MM,6,22,2,3,Development,Rejected,HIGH
TR06671,FI,1,18,0,0,Development,Pending,LOW
TR06672,MM,5,97,2,0,Production,Pending,HIGH
TR06673,SD,2,65,0,3,Quality,Rejected,HIGH
TR06674,HR,1,13,1,1,Quality,Approved,LOW
TR06675,HR,3,27,2,0,Production,Approved,HIGH
TR06676,MM,1,93,0,0,Production,Pending,MEDIUM
TR06677,MM,2,21,1,1,Production,Approved,MEDIUM
TR06678,SD,1,113,2,3,Quality,Rejected,HIGH
TR06679,MM,1,80,1,0,Quality,Approved,LOW
TR06680,MM,1,60,1,1,Development,Approved,LOW
TR06681,SD,4,117,2,2,Quality,Pending,HIGH
TR06682,HR,1,111,1,0,Quality,Pending,MEDIUM
TR06683,MM,4,68,2,1,Development,Pending,HIGH
TR06684,FI,1,17,1,1,Production,Approved,LOW
TR06685,SD,4,89,2,0,Production,Approved,HIGH
TR06686,HR,1,104,1,3,Quality,Pending,HIGH
TR06687,HR,6,52,2,2,Quality,Pending,HIGH
TR06688,FI,2,113,2,1,Quality,Rejected,HIGH
TR06689,SD,6,85,2,2,Quality,Rejected,HIGH
TR06690,FI,5,107,2,1,Production,Pending,HIGH
TR06691,HR,3,30,0,0,Production,Approved,LOW
TR06692,MM,2,43,0,0,Quality,Rejected,LOW
TR06693,MM,1,110,1,0,Development,Approved,MEDIUM
TR06694,HR,3,53,1,3,Quality,Approved,HIGH
TR06695,HR,3,111,2,0,Quality,Approved,HIGH
TR06696,SD,1,23,1,1,Production,Approved,MEDIUM
TR06697,MM,1,70,0,3,Development,Rejected,HIGH
TR06698,FI,5,108,0,2,Production,Rejected,MEDIUM
TR06699,FI,5,98,2,3,Production,Approved,HIGH
TR06700,SD,5,12,1,2,Production,Approved,MEDIUM
TR06701,HR,4,26,0,0,Development,Pending,LOW
TR06702,HR,5,23,0,0,Production,Pending,LOW
TR06703,HR,2,57,0,0,Quality,Approved,LOW
TR06704,HR,2,115,2,3,Development,Approved,LOW
